word1,word2,word3,word4,word5,story
i,of,slope,maybury,and,"slope. At first I regarded little but the road before me, and then abruptly my attention was arrested by something that was moving rapidly down the opposite slope of Maybury Hill. At first I took it for the wet roof of a house, but one flash following another showed it to be in swift"
came,the,and,green,crest,"rolling movement. It was an elusive vision—a moment of bewildering darkness, and then, in a flash like daylight, the red masses of the Orphanage near the crest of the hill, the green tops of the pine trees, and this problematical object came out clear and sharp and bright. And this Thing I saw! How can I describe it? A monstrous tripod, higher"
dangling,houses,striding,in,a,"than many houses, striding over the young pine trees, and smashing them aside in its career; a walking engine of glittering metal, striding now across the heather; articulate ropes of steel dangling from it, and the clattering tumult of its passage mingling with the riot of the thunder. A flash, and it came out vividly, heeling over one way with two feet in"
great,nearer,and,impression,a,"the air, to vanish and reappear almost instantly as it seemed, with the next flash, a hundred yards nearer. Can you imagine a milking stool tilted and bowled violently along the ground? That was the impression those instant flashes gave. But instead of a milking stool imagine it a great body of machinery on a tripod stand."
seemed,huge,they,off,as,"Then suddenly the trees in the pine wood ahead of me were parted, as brittle reeds are parted by a man thrusting through them; they were snapped off and driven headlong, and a second huge tripod appeared, rushing, as it seemed, headlong towards me. And I was galloping hard to meet it! At the sight of the second monster my nerve went altogether."
of,the,sideways,and,fell,"Not stopping to look again, I wrenched the horse’s head hard round to the right and in another moment the dog cart had heeled over upon the horse; the shafts smashed noisily, and I was flung sideways and fell heavily into a shallow pool of water. I crawled out almost immediately, and crouched, my feet still in the"
the,water,his,spinning,still,"water, under a clump of furze. The horse lay motionless (his neck was broken, poor brute!) and by the lightning flashes I saw the black bulk of the overturned dog cart and the silhouette of the wheel still spinning slowly. In another moment the colossal mechanism went striding by me, and passed uphill towards Pyrford."
glittering,and,pace,about,mere,"Seen nearer, the Thing was incredibly strange, for it was no mere insensate machine driving on its way. Machine it was, with a ringing metallic pace, and long, flexible, glittering tentacles (one of which gripped a young pine tree) swinging and rattling about its strange body. It picked its road as it went striding along, and the brazen hood"
the,as,of,swept,the,"that surmounted it moved to and fro with the inevitable suggestion of a head looking about. Behind the main body was a huge mass of white metal like a gigantic fisherman’s basket, and puffs of green smoke squirted out from the joints of the limbs as the monster swept by me. And in an instant it was gone."
blinding,shadows,the,in,that,"So much I saw then, all vaguely for the flickering of the lightning, in blinding highlights and dense black shadows. As it passed it set up an exultant deafening howl that drowned the thunder—Aloo! Aloo!—and in another minute it was with its companion, half a mile away, stooping over something in the field. I have no doubt"
over,intermittent,the,metal,and,"this Thing in the field was the third of the ten cylinders they had fired at us from Mars. For some minutes I lay there in the rain and darkness watching, by the intermittent light, these monstrous beings of metal moving about in the distance over the hedge tops. A thin hail was now beginning, and as it"
them,a,night,then,swallowed,"came and went their figures grew misty and then flashed into clearness again. Now and then came a gap in the lightning, and the night swallowed them up. I was soaked with hail above and puddle water below. It was some time before my blank astonishment would let me struggle up the bank to a"
not,all,position,imminent,this,"drier position, or think at all of my imminent peril. Not far from me was a little oneroomed squatter’s hut of wood, surrounded by a patch of potato garden. I struggled to my feet at last, and, crouching and making use of every chance of cover, I made a run for this. I hammered at the door, but I could not make the people hear"
were,succeeded,by,i,availing,"(if there were any people inside), and after a time I desisted, and, availing myself of a ditch for the greater part of the way, succeeded in crawling, unobserved by these monstrous machines, into the pine woods towards Maybury. Under cover of this I pushed on, wet and shivering now, towards my own"
to,through,was,among,was,"house. I walked among the trees trying to find the footpath. It was very dark indeed in the wood, for the lightning was now becoming infrequent, and the hail, which was pouring down in a torrent, fell in columns through the gaps in the heavy foliage. If I had fully realised the meaning of all the things I had seen I"
to,so,strangeness,the,bruised,"should have immediately worked my way round through Byfleet to Street Cobham, and so gone back to rejoin my wife at Leatherhead. But that night the strangeness of things about me, and my physical wretchedness, prevented me, for I was bruised, weary, wet to the skin, deafened and blinded by the storm."
sweeping,going,college,house,the,"I had a vague idea of going on to my own house, and that was as much motive as I had. I staggered through the trees, fell into a ditch and bruised my knees against a plank, and finally splashed out into the lane that ran down from the College Arms. I say splashed, for the storm water was sweeping the sand down the hill in a muddy torrent. There in"
hardest,stress,sideways,just,the,"the darkness a man blundered into me and sent me reeling back. He gave a cry of terror, sprang sideways, and rushed on before I could gather my wits sufficiently to speak to him. So heavy was the stress of the storm just at this place that I had the hardest task to win my way up the hill. I went close up to the fence on the left and worked my way"
palings,boots,its,man,had,"along its palings. Near the top I stumbled upon something soft, and, by a flash of lightning, saw between my feet a heap of black broadcloth and a pair of boots. Before I could distinguish clearly how the man lay, the flicker of light had passed. I stood over him waiting for the next flash. When"
flung,to,body,touched,saw,"it came, I saw that he was a sturdy man, cheaply but not shabbily dressed; his head was bent under his body, and he lay crumpled up close to the fence, as though he had been flung violently against it. Overcoming the repugnance natural to one who had never before touched a dead body, I stooped and turned him over to feel for his heart. He was"
flashed,a,for,the,the,"quite dead. Apparently his neck had been broken. The lightning flashed for a third time, and his face leaped upon me. I sprang to my feet. It was the landlord of the Spotted Dog, whose conveyance I had taken. I stepped over him gingerly and pushed on up the hill. I made my way by the police station and the College Arms towards my own house. Nothing"
the,of,though,common,by,"was burning on the hillside, though from the common there still came a red glare and a rolling tumult of ruddy smoke beating up against the drenching hail. So far as I could see by the flashes, the houses about me were mostly uninjured. By the College Arms a dark heap lay in the road."
sat,monsters,my,latchkey,and,"Down the road towards Maybury Bridge there were voices and the sound of feet, but I had not the courage to shout or to go to them. I let myself in with my latchkey, closed, locked and bolted the door, staggered to the foot of the staircase, and sat down. My imagination was full of those striding metallic monsters, and of the dead body smashed against"
the,the,said,back,that,"the fence. I crouched at the foot of the staircase with my back to the wall, shivering violently. AT THE WINDOW. I have already said that my storms of emotion have a trick of"
after,mechanically,moved,went,did,"exhausting themselves. After a time I discovered that I was cold and wet, and with little pools of water about me on the stair carpet. I got up almost mechanically, went into the dining room and drank some whisky, and then I was moved to change my clothes. After I had done that I went upstairs to my study, but why I did so I"
our,the,departure,had,enclosed,"do not know. The window of my study looks over the trees and the railway towards Horsell Common. In the hurry of our departure this window had been left open. The passage was dark, and, by contrast with the picture the window frame enclosed, the side of the room seemed impenetrably dark. I stopped short in the doorway."
him,of,hasn’t,hatless,he,"again. I could not see his face. He was hatless, and his coat was unbuttoned. My God! he said, as I drew him in. What has happened? I asked. What hasn’t? In the obscurity I could see he made a gesture of"
then,head,dining,he,he,"despair. They wiped us out—simply wiped us out, he repeated again and again. He followed me, almost mechanically, into the dining room. Take some whisky, I said, pouring out a stiff dose. He drank it. Then abruptly he sat down before the table, put his head"
boy,he,was,to,on,"on his arms, and began to sob and weep like a little boy, in a perfect passion of emotion, while I, with a curious forgetfulness of my own recent despair, stood beside him, wondering. It was a long time before he could steady his nerves to answer my questions, and then he answered perplexingly and brokenly. He was a"
of,metal,in,first,common,"driver in the artillery, and had only come into action about seven. At that time firing was going on across the common, and it was said the first party of Martians were crawling slowly towards their second cylinder under cover of a metal shield. Later this shield staggered up on tripod legs and became the first of"
the,the,the,hole,his,"the fightingmachines I had seen. The gun he drove had been unlimbered near Horsell, in order to command the sandpits, and its arrival it was that had precipitated the action. As the limber gunners went to the rear, his horse trod in a rabbit hole and came down, throwing him into a depression of the ground. At the same moment the gun exploded behind"
out,a,i,the,fire,"him, the ammunition blew up, there was fire all about him, and he found himself lying under a heap of charred dead men and dead horses. I lay still, he said, scared out of my wits, with the fore quarter of a horse atop of me. We’d been wiped out. And the smell—good God! Like burnt meat! I was hurt across the back by the fall of the horse,"
parade,the,a,until,he,"and there I had to lie until I felt better. Just like parade it had been a minute before—then stumble, bang, swish! Wiped out! he said. He had hid under the dead horse for a long time, peeping out furtively across the common. The Cardigan men had tried a rush, in skirmishing"
human,the,pit,about,complicated,"order, at the pit, simply to be swept out of existence. Then the monster had risen to its feet and had begun to walk leisurely to and fro across the common among the few fugitives, with its headlike hood turning about exactly like the head of a cowled human being. A kind of arm carried a complicated metallic case, about which green flashes"
upon,upon,road,and,common,"scintillated, and out of the funnel of this there smoked the HeatRay. In a few minutes there was, so far as the soldier could see, not a living thing left upon the common, and every bush and tree upon it that was not already a blackened skeleton was burning. The hussars had been on the road beyond the curvature of the ground, and he saw nothing of"
time,cluster,artilleryman,still,woking,"them. He heard the Maxims rattle for a time and then become still. The giant saved Woking station and its cluster of houses until the last; then in a moment the HeatRay was brought to bear, and the town became a heap of fiery ruins. Then the Thing shut off the HeatRay, and turning its back upon the artilleryman, began to waddle away towards"
cylinder,the,cautiously,crawl,woods,"the smouldering pine woods that sheltered the second cylinder. As it did so a second glittering Titan built itself up out of the pit. The second monster followed the first, and at that the artilleryman began to crawl very cautiously across the hot heather ash towards Horsell. He managed to get alive into the ditch by the side of the"
was,and,people,woking,martian,"road, and so escaped to Woking. There his story became ejaculatory. The place was impassable. It seems there were a few people alive there, frantic for the most part and many burned and scalded. He was turned aside by the fire, and hid among some almost scorching heaps of broken wall as one of the Martian giants returned. He saw this one pursue a"
railway,were,trenches,tree,up,"man, catch him up in one of its steely tentacles, and knock his head against the trunk of a pine tree. At last, after nightfall, the artilleryman made a rush for it and got over the railway embankment. Since then he had been skulking along towards Maybury, in the hope of getting out of danger Londonward. People were hiding in trenches and"
mains,found,of,got,the,"cellars, and many of the survivors had made off towards Woking village and Send. He had been consumed with thirst until he found one of the water mains near the railway arch smashed, and the water bubbling out like a spring upon the road. That was the story I got from him, bit by bit. He grew calmer telling"
came,me,trying,again,food,"me and trying to make me see the things he had seen. He had eaten no food since midday, he told me early in his narrative, and I found some mutton and bread in the pantry and brought it into the room. We lit no lamp for fear of attracting the Martians, and ever and again our hands would touch upon bread or meat. As he talked, things about us came"
and,upstairs,had,was,mine,"darkly out of the darkness, and the trampled bushes and broken rose trees outside the window grew distinct. It would seem that a number of men or animals had rushed across the lawn. I began to see his face, blackened and haggard, as no doubt mine was also. When we had finished eating we went softly upstairs to my study, and I"
ruins,where,shattered,looked,the,looked again out of the open window. In one night the valley had become a valley of ashes. The fires had dwindled now. Where flames had been there were now streamers of smoke; but the countless ruins of shattered and gutted houses and blasted and blackened trees that the night had hidden stood out now gaunt and terrible in the pitiless light of dawn.
indiscriminate,universal,and,of,east,"Yet here and there some object had had the luck to escape—a white railway signal here, the end of a greenhouse there, white and fresh amid the wreckage. Never before in the history of warfare had destruction been so indiscriminate and so universal. And shining with the growing light of the east, three of the metallic giants stood about"
and,ever,cowls,to,of,"the pit, their cowls rotating as though they were surveying the desolation they had made. It seemed to me that the pit had been enlarged, and ever and again puffs of vivid green vapour streamed up and out of it towards the brightening dawn—streamed up, whirled, broke, and vanished."
we,as,first,were,the,"Beyond were the pillars of fire about Chobham. They became pillars of bloodshot smoke at the first touch of day. WHAT I SAW OF THE DESTRUCTION OF WEYBRIDGE AND SHEPPERTON. As the dawn grew brighter we withdrew from the window from which we had watched the Martians, and went very quietly downstairs."
to,house,so,place,and,"The artilleryman agreed with me that the house was no place to stay in. He proposed, he said, to make his way Londonward, and thence rejoin his battery—No. 12, of the Horse Artillery. My plan was to return at once to Leatherhead; and so greatly had the strength of the Martians impressed me that I had determined to take my wife to Newhaven, and go"
with,scene,disastrous,london,and,"with her out of the country forthwith. For I already perceived clearly that the country about London must inevitably be the scene of a disastrous struggle before such creatures as these could be destroyed. Between us and Leatherhead, however, lay the third cylinder, with its guarding giants. Had I been alone, I think I should have taken my"
a,under,reach,cover,make,"chance and struck across country. But the artilleryman dissuaded me: It’s no kindness to the right sort of wife, he said, to make her a widow; and in the end I agreed to go with him, under cover of the woods, northward as far as Street Cobham before I parted with him. Thence I would make a big detour by Epsom to reach Leatherhead."
should,with,the,knew,as,"I should have started at once, but my companion had been in active service and he knew better than that. He made me ransack the house for a flask, which he filled with whisky; and we lined every available pocket with packets of biscuits and slices of meat. Then we crept out of the house, and ran as quickly as we could down the illmade road by"
a,spoon,come,charred,that,"which I had come overnight. The houses seemed deserted. In the road lay a group of three charred bodies close together, struck dead by the HeatRay; and here and there were things that people had dropped—a clock, a slipper, a silver spoon, and the like poor valuables. At the corner turning up towards the post office a little cart, filled with"
at,here,debris,the,had,"boxes and furniture, and horseless, heeled over on a broken wheel. A cash box had been hastily smashed open and thrown under the debris. Except the lodge at the Orphanage, which was still on fire, none of the houses had suffered very greatly here. The HeatRay had shaved the chimney tops and passed. Yet, save ourselves, there did not seem to be"
the,by,of,body,had,"a living soul on Maybury Hill. The majority of the inhabitants had escaped, I suppose, by way of the Old Woking road—the road I had taken when I drove to Leatherhead—or they had hidden. We went down the lane, by the body of the man in black, sodden now from the overnight hail, and broke into the woods at the foot of the hill."
still,proportion,and,woods,the,"We pushed through these towards the railway without meeting a soul. The woods across the line were but the scarred and blackened ruins of woods; for the most part the trees had fallen, but a certain proportion still stood, dismal grey stems, with dark brown foliage instead of green."
a,the,done,had,lay,"On our side the fire had done no more than scorch the nearer trees; it had failed to secure its footing. In one place the woodmen had been at work on Saturday; trees, felled and freshly trimmed, lay in a clearing, with heaps of sawdust by the sawingmachine and its engine. Hard by was a temporary hut, deserted. There was not a breath of wind this morning,"
heard,everything,the,to,artilleryman,"and everything was strangely still. Even the birds were hushed, and as we hurried along I and the artilleryman talked in whispers and looked now and again over our shoulders. Once or twice we stopped to listen. After a time we drew near the road, and as we did so we heard the clatter of hoofs and saw through the tree stems three cavalry soldiers"
of,privates,it,a,you,"riding slowly towards Woking. We hailed them, and they halted while we hurried towards them. It was a lieutenant and a couple of privates of the 8th Hussars, with a stand like a theodolite, which the artilleryman told me was a heliograph. You are the first men I’ve seen coming this way this morning, said"
jumped,into,saluted,the,sight,"the lieutenant. What’s brewing? His voice and face were eager. The men behind him stared curiously. The artilleryman jumped down the bank into the road and saluted. Gun destroyed last night, sir. Have been hiding. Trying to rejoin battery, sir. You’ll come in sight of the Martians, I expect, about"
out,a,a,lieutenant,what,"half a mile along this road. What the dickens are they like? asked the lieutenant. Giants in armour, sir. Hundred feet high. Three legs and a body like ’luminium, with a mighty great head in a hood, sir. Get out! said the lieutenant. What confounded nonsense!"
jackets,the,were,of,hesitated,"The artilleryman hesitated at the gate. I shall go on, he said. Farther on towards Weybridge, just over the bridge, there were a number of men in white fatigue jackets throwing up a long rampart, and more guns behind."
stare,yet,stood,not,the,"It’s bows and arrows against the lightning, anyhow, said the artilleryman. They ’aven’t seen that firebeam yet. The officers who were not actively engaged stood and stared over the treetops southwestward, and the men digging would stop every now and again to stare in the same direction."
people,some,about,were,were,"Byfleet was in a tumult; people packing, and a score of hussars, some of them dismounted, some on horseback, were hunting them about. Three or four black government waggons, with crosses in white circles, and an old omnibus, among other vehicles, were being loaded in the village street. There were scores of people, most of them sufficiently"
expostulating,greatest,leave,them,or,"sabbatical to have assumed their best clothes. The soldiers were having the greatest difficulty in making them realise the gravity of their position. We saw one shrivelled old fellow with a huge box and a score or more of flower pots containing orchids, angrily expostulating with the corporal who would leave them behind. I stopped and gripped his"
i,eh,that,turning,is,"Do you know what’s over there? I said, pointing at the pine tops that hid the Martians. Eh? said he, turning. I was explainin’ these is vallyble. Death! I shouted. Death is coming! Death! and leaving him to digest that if he could, I hurried on after the artilleryman. At the corner I"
the,back,whole,box,vaguely,"looked back. The soldier had left him, and he was still standing by his box, with the pots of orchids on the lid of it, and staring vaguely over the trees. No one in Weybridge could tell us where the headquarters were established; the whole place was in such confusion as I had never seen"
boating,this,and,golf,and,"in any town before. Carts, carriages everywhere, the most astonishing miscellany of conveyances and horseflesh. The respectable inhabitants of the place, men in golf and boating costumes, wives prettily dressed, were packing, riverside loafers energetically helping, children excited, and, for the most part, highly delighted at this astonishing"
meal,and,the,his,a,"variation of their Sunday experiences. In the midst of it all the worthy vicar was very pluckily holding an early celebration, and his bell was jangling out above the excitement. I and the artilleryman, seated on the step of the drinking fountain, made a very passable meal upon what we had brought with us. Patrols of"
piled,people,white—were,as,with,"soldiers—here no longer hussars, but grenadiers in white—were warning people to move now or to take refuge in their cellars as soon as the firing began. We saw as we crossed the railway bridge that a growing crowd of people had assembled in and about the railway station, and the swarming platform was piled with boxes and packages. The ordinary"
special,and,for,chertsey,we,"traffic had been stopped, I believe, in order to allow of the passage of troops and guns to Chertsey, and I have heard since that a savage struggle occurred for places in the special trains that were put on at a later hour. We remained at Weybridge until midday, and at that hour we found"
an,at,are,of,across,"ourselves at the place near Shepperton Lock where the Wey and Thames join. Part of the time we spent helping two old women to pack a little cart. The Wey has a treble mouth, and at this point boats are to be hired, and there was a ferry across the river. On the Shepperton side was an inn with a lawn, and beyond that the tower of Shepperton"
panic,burdens,even,enable,to,"Church—it has been replaced by a spire—rose above the trees. Here we found an excited and noisy crowd of fugitives. As yet the flight had not grown to a panic, but there were already far more people than all the boats going to and fro could enable to cross. People came panting along under heavy burdens; one husband and wife were even"
the,between,shepperton,was,told,"carrying a small outhouse door between them, with some of their household goods piled thereon. One man told us he meant to try to get away from Shepperton station. There was a lot of shouting, and one man was even jesting. The idea people seemed to have here was that the Martians were simply formidable"
people,and,town,would,sack,"human beings, who might attack and sack the town, to be certainly destroyed in the end. Every now and then people would glance nervously across the Wey, at the meadows towards Chertsey, but everything over there was still. Across the Thames, except just where the boats landed, everything was"
inn,ferryboat,or,big,soldiers,"quiet, in vivid contrast with the Surrey side. The people who landed there from the boats went tramping off down the lane. The big ferryboat had just made a journey. Three or four soldiers stood on the lawn of the inn, staring and jesting at the fugitives, without offering to help. The inn was closed, as it was now within prohibited hours."
the,sound,said,from,thud—the,"What’s that? cried a boatman, and Shut up, you fool! said a man near me to a yelping dog. Then the sound came again, this time from the direction of Chertsey, a muffled thud—the sound of a gun. The fighting was beginning. Almost immediately unseen batteries across the river to our right, unseen because of the trees, took up the"
be,heavily,meadows,of,other,"chorus, firing heavily one after the other. A woman screamed. Everyone stood arrested by the sudden stir of battle, near us and yet invisible to us. Nothing was to be seen save flat meadows, cows feeding unconcernedly for the most part, and silvery pollard willows motionless in the warm sunlight."
smoke,the,and,into,me,"The sojers’ll stop ’em, said a woman beside me, doubtfully. A haziness rose over the treetops. Then suddenly we saw a rush of smoke far away up the river, a puff of smoke that jerked up into the air and hung; and forthwith the ground heaved under foot and a heavy explosion shook the air, smashing two or"
after,away,here,near,martians,"three windows in the houses near, and leaving us astonished. Here they are! shouted a man in a blue jersey. Yonder! D’yer see them? Yonder! Quickly, one after the other, one, two, three, four of the armoured Martians appeared, far away over the little trees, across the flat"
swiftly,towards,and,as,their,"meadows that stretched towards Chertsey, and striding hurriedly towards the river. Little cowled figures they seemed at first, going with a rolling motion and as fast as flying birds. Then, advancing obliquely towards us, came a fifth. Their armoured bodies glittered in the sun as they swept swiftly forward upon the"
in,extreme,that,and,the,"guns, growing rapidly larger as they drew nearer. One on the extreme left, the remotest that is, flourished a huge case high in the air, and the ghostly, terrible HeatRay I had already seen on Friday night smote towards Chertsey, and struck the town. At sight of these strange, swift, and terrible creatures the crowd near"
carried,murmur,thrust,to,hoarse,"the water’s edge seemed to me to be for a moment horrorstruck. There was no screaming or shouting, but a silence. Then a hoarse murmur and a movement of feet—a splashing from the water. A man, too frightened to drop the portmanteau he carried on his shoulder, swung round and sent me staggering with a blow from the corner of his burden. A woman thrust"
water,hand,faced,it,thought,"at me with her hand and rushed past me. I turned with the rush of the people, but I was not too terrified for thought. The terrible HeatRay was in my mind. To get under water! That was it! Get under water! I shouted, unheeded. I faced about again, and rushed towards the approaching Martian, rushed"
putting,low,and,feet,ran,"right down the gravelly beach and headlong into the water. Others did the same. A boatload of people putting back came leaping out as I rushed past. The stones under my feet were muddy and slippery, and the river was so low that I ran perhaps twenty feet scarcely waistdeep. Then, as the Martian towered overhead scarcely a couple of hundred"
would,way,leaping,on,splashes,"yards away, I flung myself forward under the surface. The splashes of the people in the boats leaping into the river sounded like thunderclaps in my ears. People were landing hastily on both sides of the river. But the Martian machine took no more notice for the moment of the people running this way and that than a man would of the"
nest,generator,and,martian’s,loose,"confusion of ants in a nest against which his foot has kicked. When, half suffocated, I raised my head above water, the Martian’s hood pointed at the batteries that were still firing across the river, and as it advanced it swung loose what must have been the generator of the HeatRay."
in,another,height,moment,on,"In another moment it was on the bank, and in a stride wading halfway across. The knees of its foremost legs bent at the farther bank, and in another moment it had raised itself to its full height again, close to the village of Shepperton. Forthwith the six guns which, unknown to anyone on the right bank, had been hidden behind the outskirts of that"
heart,nothing,gave,the,case,"village, fired simultaneously. The sudden near concussion, the last close upon the first, made my heart jump. The monster was already raising the case generating the HeatRay as the first shell burst six yards above the hood. I gave a cry of astonishment. I saw and thought nothing of the other"
to,martian,body,other,riveted,"four Martian monsters; my attention was riveted upon the nearer incident. Simultaneously two other shells burst in the air near the body as the hood twisted round in time to receive, but not in time to dodge, the fourth shell. The shell burst clean in the face of the Thing. The hood bulged,"
in,something,i,of,momentary,"flashed, was whirled off in a dozen tattered fragments of red flesh and glittering metal. Hit! shouted I, with something between a scream and a cheer. I heard answering shouts from the people in the water about me. I could have leaped out of the water with that momentary exultation."
and,upon,slain,was,fired,"The decapitated colossus reeled like a drunken giant; but it did not fall over. It recovered its balance by a miracle, and, no longer heeding its steps and with the camera that fired the HeatRay now rigidly upheld, it reeled swiftly upon Shepperton. The living intelligence, the Martian within the hood, was slain and splashed to"
destruction,four,impact,guidance,whirling,"the four winds of heaven, and the Thing was now but a mere intricate device of metal whirling to destruction. It drove along in a straight line, incapable of guidance. It struck the tower of Shepperton Church, smashing it down as the impact of a battering ram might have done, swerved aside, blundered on and collapsed with tremendous force into"
latter,a,mud,hit,shot,"the river out of my sight. A violent explosion shook the air, and a spout of water, steam, mud, and shattered metal shot far up into the sky. As the camera of the HeatRay hit the water, the latter had immediately flashed into steam. In another moment a huge wave, like a muddy tidal bore but almost"
the,above,hot,i,need,"scaldingly hot, came sweeping round the bend upstream. I saw people struggling shorewards, and heard their screaming and shouting faintly above the seething and roar of the Martian’s collapse. For a moment I heeded nothing of the heat, forgot the patent need of selfpreservation. I splashed through the tumultuous water, pushing"
black,clouds,the,sight,the,"aside a man in black to do so, until I could see round the bend. Half a dozen deserted boats pitched aimlessly upon the confusion of the waves. The fallen Martian came into sight downstream, lying across the river, and for the most part submerged. Thick clouds of steam were pouring off the wreckage, and through the"
was,of,its,thing,the,"tumultuously whirling wisps I could see, intermittently and vaguely, the gigantic limbs churning the water and flinging a splash and spray of mud and froth into the air. The tentacles swayed and struck like living arms, and, save for the helpless purposelessness of these movements, it was as if some wounded thing were struggling for its life"
kneedeep,a,machine,our,shouted,"amid the waves. Enormous quantities of a ruddybrown fluid were spurting up in noisy jets out of the machine. My attention was diverted from this death flurry by a furious yelling, like that of the thing called a siren in our manufacturing towns. A man, kneedeep near the towing path, shouted inaudibly to me and"
the,strides,an,that,until,"pointed. Looking back, I saw the other Martians advancing with gigantic strides down the riverbank from the direction of Chertsey. The Shepperton guns spoke this time unavailingly. At that I ducked at once under water, and, holding my breath until movement was an agony, blundered painfully ahead under the surface as"
the,hair,a,steam,the,"long as I could. The water was in a tumult about me, and rapidly growing hotter. When for a moment I raised my head to take breath and throw the hair and water from my eyes, the steam was rising in a whirling white fog that at first hid the Martians altogether. The noise was deafening."
of,by,over,i,they,"Then I saw them dimly, colossal figures of grey, magnified by the mist. They had passed by me, and two were stooping over the frothing, tumultuous ruins of their comrade. The third and fourth stood beside him in the water, one perhaps two hundred yards from me, the other towards Laleham. The generators of the"
into,hissing,noises—the,this,full,"HeatRays waved high, and the hissing beams smote down this way and that. The air was full of sound, a deafening and confusing conflict of noises—the clangorous din of the Martians, the crash of falling houses, the thud of trees, fences, sheds flashing into flame, and the crackling"
impact,marked,the,nearer,of,"and roaring of fire. Dense black smoke was leaping up to mingle with the steam from the river, and as the HeatRay went to and fro over Weybridge its impact was marked by flashes of incandescent white, that gave place at once to a smoky dance of lurid flames. The nearer houses still stood intact, awaiting their fate, shadowy, faint and pallid in"
fro,perhaps,through,had,my,"the steam, with the fire behind them going to and fro. For a moment perhaps I stood there, breasthigh in the almost boiling water, dumbfounded at my position, hopeless of escape. Through the reek I could see the people who had been with me in the river scrambling out of the water through the reeds, like little frogs hurrying through"
up,or,fro,a,of,"grass from the advance of a man, or running to and fro in utter dismay on the towing path. Then suddenly the white flashes of the HeatRay came leaping towards me. The houses caved in as they dissolved at its touch, and darted out flames; the trees changed to fire with a roar. The Ray flickered up and"
the,another,across,in,where,"down the towing path, licking off the people who ran this way and that, and came down to the water’s edge not fifty yards from where I stood. It swept across the river to Shepperton, and the water in its track rose in a boiling weal crested with steam. I turned shoreward. In another moment the huge wave, wellnigh at the boilingpoint had"
scalded,the,that,the,of,"rushed upon me. I screamed aloud, and scalded, half blinded, agonised, I staggered through the leaping, hissing water towards the shore. Had my foot stumbled, it would have been the end. I fell helplessly, in full sight of the Martians, upon the broad, bare gravelly spit that runs down to mark the angle of the Wey and Thames. I expected nothing"
and,them,memory,their,between,"but death. I have a dim memory of the foot of a Martian coming down within a score of yards of my head, driving straight into the loose gravel, whirling it this way and that and lifting again; of a long suspense, and then of the four carrying the debris of their comrade between them, now clear"
interminably,i,miracle,had,of,"and then presently faint through a veil of smoke, receding interminably, as it seemed to me, across a vast space of river and meadow. And then, very slowly, I realised that by a miracle I had escaped. XIII."
negligible,and,martians,the,they,"HOW I FELL IN WITH THE CURATE. After getting this sudden lesson in the power of terrestrial weapons, the Martians retreated to their original position upon Horsell Common; and in their haste, and encumbered with the debris of their smashed companion, they no doubt overlooked many such a stray and negligible"
have,earthquake,advent,their,as,"victim as myself. Had they left their comrade and pushed on forthwith, there was nothing at that time between them and London but batteries of twelvepounder guns, and they would certainly have reached the capital in advance of the tidings of their approach; as sudden, dreadful, and destructive their advent would have been as the earthquake that"
of,followed,destroyed,to,on,"destroyed Lisbon a century ago. But they were in no hurry. Cylinder followed cylinder on its interplanetary flight; every twentyfour hours brought them reinforcement. And meanwhile the military and naval authorities, now fully alive to the tremendous power of their antagonists, worked with"
square,through,common,an,position,"furious energy. Every minute a fresh gun came into position until, before twilight, every copse, every row of suburban villas on the hilly slopes about Kingston and Richmond, masked an expectant black muzzle. And through the charred and desolated area—perhaps twenty square miles altogether—that encircled the Martian encampment on Horsell Common,"
through,ruined,among,the,but,"through charred and ruined villages among the green trees, through the blackened and smoking arcades that had been but a day ago pine spinneys, crawled the devoted scouts with the heliographs that were presently to warn the gunners of the Martian approach. But the Martians now understood our command of artillery and the danger of human"
life,and,third,in,ventured,"proximity, and not a man ventured within a mile of either cylinder, save at the price of his life. It would seem that these giants spent the earlier part of the afternoon in going to and fro, transferring everything from the second and third cylinders—the second in Addlestone Golf Links and the third at"
the,abandoned,fightingmachines,dense,and,"Pyrford—to their original pit on Horsell Common. Over that, above the blackened heather and ruined buildings that stretched far and wide, stood one as sentinel, while the rest abandoned their vast fightingmachines and descended into the pit. They were hard at work there far into the night, and the towering pillar of dense green smoke"
i,hills,downs,and,fire,"that rose therefrom could be seen from the hills about Merrow, and even, it is said, from Banstead and Epsom Downs. And while the Martians behind me were thus preparing for their next sally, and in front of me Humanity gathered for the battle, I made my way with infinite pains and labour from the fire and smoke of burning"
i,it,of,sodden,remote,"Weybridge towards London. I saw an abandoned boat, very small and remote, drifting downstream; and throwing off the most of my sodden clothes, I went after it, gained it, and so escaped out of that destruction. There were no oars in the boat, but I contrived to paddle, as well as my parboiled hands would"
i,going,overthrow,may,me,"allow, down the river towards Halliford and Walton, going very tediously and continually looking behind me, as you may well understand. I followed the river, because I considered that the water gave me my best chance of escape should these giants return. The hot water from the Martian’s overthrow drifted downstream with me,"
the,of,i,direction,mile,"so that for the best part of a mile I could see little of either bank. Once, however, I made out a string of black figures hurrying across the meadows from the direction of Weybridge. Halliford, it seemed, was deserted, and several of the houses facing the river were on fire. It was strange to see the place quite tranquil, quite desolate under the"
